mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	1	1	4/2	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
1	1	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
2	2	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	1	1	4/2	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
2	2	3/2	3/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
3	3	1	1	4/2	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
3	3	3/2	3/2	4/2	1	1	iv64(2)	d	i		iv64(2)	iv		64	2				m	1	1	0, 1, -4		-1	0
3	3	7/4	7/4	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
4	4	0	0	4/2	1	1	I6(4)	d	i		I6(4)	I		6	4				M	1	1	-1, 1, 0		0	-1
4	4	1/4	1/4	4/2	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
4	4	1/2	1/2	4/2	1	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
4	4	3/4	3/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	1	1	4/2	1	1	i(4)	d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
4	4	5/4	5/4	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	3/2	3/2	4/2	1	1	ii%2	d	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
5	5	0	0	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
5	5	3/2	3/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
