mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/2	1	1		.C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1	4/2	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
1	1	3/2	3/2	4/2	1	1		iii6	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
2	2	0	0	4/2	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	2	1/2	1/2	4/2	1	1		ii/V	C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
2	2	3/4	3/4	4/2	1	1		viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
2	2	1	1	4/2	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	2	3/2	3/2	4/2	1	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	0	0	4/2	1	1		ii6(2)	C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
3	3	1/2	1/2	4/2	1	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	1	1	4/2	1	1		viio6(13)/V	C	I		viio6(13)/V	vii	o	6	13	V			o	0	0	3, 0, 6	2	6	3
3	3	5/4	5/4	4/2	1	1		viio6(2)/V	C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
3	3	7/4	7/4	4/2	1	1		viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
4	4	0	0	4/2	1	1		V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
4	4	1/2	1/2	4/2	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1	1	4/2	1	1		I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
4	4	3/2	3/2	4/2	1	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	0	0	4/4	1	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	1/2	1/2	4/4	1	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	3/4	3/4	4/4	1	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	4/4	1	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
6	6	1/2	1/2	4/4	1	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	4/4	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
7	7	1/2	1/2	4/4	1	1		viio6(2)/V	C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
7	7	3/4	3/4	4/4	1	1		viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
8	8	0	0	4/4	1	1		V}{	C	I		V	V						}{	M	0	0	1, 5, 2		1	1
8	8	1/4	1/4	4/4	1	1		iii6	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	8	1/2	1/2	4/4	1	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	0	0	4/4	1	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	4/4	1	1		V	C	I		V	V							M	0	0	1, 5, 2		1	1
10	10	0	0	4/4	1	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	1/2	1/2	4/4	1	1		#viio(2)/vi	C	I		#viio(2)/vi	#vii	o		2	vi			o	0	0	3, 5, 2		8	3
10	10	3/4	3/4	4/4	1	1		#viio/vi	C	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
11	11	0	0	4/4	1	1		vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	1/4	1/4	4/4	1	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	1/2	1/2	4/4	1	1		iii	C	I		iii	iii							m	0	0	4, 1, 5		4	4
11	11	3/4	3/4	4/4	1	1		I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	0	0	4/4	1	1		viio6(2)	C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
12	12	1/4	1/4	4/4	1	1		viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	12	1/2	1/2	4/4	1	1		I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
12	12	3/4	3/4	4/4	1	1		vi6	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
13	13	0	0	4/4	1	1		V(4)/vi	C	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4
13	13	1/4	1/4	4/4	1	1		V/vi	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
13	13	1/2	1/2	4/4	1	1		VI/vi}{	C	I		VI/vi	VI				vi		}{	M	0	0	-1, 3, 0		-1	-1
14	14	0	0	4/4	1	1		v/vi	C	I		v/vi	v				vi			m	0	0	4, 1, 5		4	4
14	14	1/2	1/2	4/4	1	1		iv/vi	C	I		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
15	15	0	0	4/4	1	1		V/vi	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
