mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
1	1	1	1	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	6	8	0.42857142857142855	1.5	3.25	0.3157894736842105
2	2	0	0	4/2	1	1	I6(2)	d	i		I6(2)	I		6	2				M	1	1	6, 3, 4		2.0	6.0	0	8	0.0	0.0	4.0	0.0
2	2	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	6	0.0	0.0	3.5	0.0
2	2	1	1	4/2	1	1	VII6(2)	d	i		VII6(2)	VII		6	2				M	1	1	4, 1, 2		0.0	4.0	0	4	0.0	0.0	4.0	0.0
2	2	5/4	5/4	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	4, 1, 0		0.0	4.0	4	6	0.4	0.75	1.75	0.3
3	3	0	0	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	4	10	0.2857142857142857	1.0	4.5	0.18181818181818182
3	3	3/4	3/4	4/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1.0	3.0	0	2	0.0	0.0	1.0	0.0
3	3	1	1	4/2	1	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	0, -1, 1		0.0	0.0	0	4	0.0	0.0	4.0	0.0
3	3	5/4	5/4	4/2	1	1	V/III	d	i		V/III	V				III			M	1	1	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
4	4	0	0	4/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	5, 2, 1		1.0	5.0	2	6	0.25	0.5	4.0	0.1111111111111111
4	4	1/2	1/2	4/2	1	1	IV	d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	4	4	0.5	1.0	1.25	0.4444444444444444
4	4	1	1	4/2	1	1	ii	d	i		ii	ii							m	1	1	4, 1, 5		4.0	4.0	2	6	0.25	0.5	3.5	0.125
4	4	3/2	3/2	4/2	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7.0	4.0	0	4	0.0	0.0	2.0	0.0
5	5	0	0	4/2	1	1	#vi	d	i		#vi	#vi							m	1	1	5, 2, 6		5.0	5.0	0	6	0.0	0.0	4.0	0.0
5	5	1/2	1/2	4/2	1	1	ii6	d	i		ii6	ii		6					m	1	1	1, 5, 4		4.0	1.0	2	4	0.3333333333333333	0.5	2.0	0.2
5	5	1	1	4/2	1	1	V2	d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3.0	1.0	2	6	0.25	0.25	3.25	0.07142857142857142
5	5	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	4	0.0	0.0	2.0	0.0
6	6	0	0	4/2	1	1	VII	d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	2	8	0.2	0.5	5.25	0.08695652173913043
6	6	1	1	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	6	12	0.3333333333333333	1.5	5.5	0.21428571428571427
7	7	0	0	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-1, 3, 4		2.0	-1.0	0	8	0.0	0.0	6.0	0.0
7	7	1/4	1/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	6	4	0.6	1.25	0.75	0.625
7	7	1	1	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	6	22	0.21428571428571427	1.25	11.25	0.1
8	8	1	1	4/2	1	1	v(4)	d	i		v(4)	v			4				m	1	1	3, 2, 4		3.0	3.0	0	4	0.0	0.0	3.5	0.0
8	8	5/4	5/4	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	4	6	0.4	0.75	2.0	0.2727272727272727
9	9	0	0	4/2	1	1	III	d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	2	6	0.25	0.5	3.0	0.14285714285714285
9	9	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	2	6	0.25	0.5	3.5	0.125
9	9	1	1	4/2	1	1	ii(2)	d	i		ii(2)	ii			2				m	1	1	-1, 1, 5		4.0	-1.0	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
9	9	3/2	3/2	4/2	1	1	ii	d	i		ii	ii							m	1	1	4, 1, 5		4.0	4.0	2	8	0.2	0.25	2.75	0.08333333333333333
10	10	0	0	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-1, 3, 4		2.0	-1.0	0	8	0.0	0.0	6.5	0.0
10	10	1/4	1/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
10	10	1	1	4/2	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	2	8	0.2	0.25	4.75	0.05
11	11	0	0	4/2	1	1	IV6(2)	d	i		IV6(2)	IV		6	2				M	1	1	5, 2, 3		1.0	5.0	0	6	0.0	0.0	3.5	0.0
11	11	1/4	1/4	4/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	5, 2, 1		1.0	5.0	6	6	0.5	1.25	1.25	0.5
11	11	1	1	4/2	1	1	IV	d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	8	16	0.3333333333333333	2.0	8.0	0.2
12	12	1/2	1/2	4/2	1	1	ii	d	i		ii	ii							m	1	1	4, 1, 5		4.0	4.0	2	6	0.25	0.5	4.0	0.1111111111111111
12	12	1	1	4/2	1	1	V65	d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3.0	7.0	2	6	0.25	0.25	3.25	0.07142857142857142
12	12	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	6	0.25	0.5	2.5	0.16666666666666666
13	13	0	0	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	2	8	0.2	0.5	5.5	0.08333333333333333
